id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
46244582,https://www.airbnb.com/rooms/46244582,20241228025327,2024-12-28,city scrape,Most attractive apt in harvard square,"HUGE 4 BED FOR RENT IN HARVARD SQUARE! Located near Flour Bakery, Darwins, and Shake Shack!   Don't miss out on this incredible unit with an easy commute to the red mbta line!   Features gleaming hardwood flooring, plus a large living space and tall ceilings!   The flooring is quality hardwood, and the unit has great windows, making it bright and sunny!2) Location location location - at very heart of Harvard University and Harvard Square, short walk  to Harvard Yard , HBS and Charles River",,https://a0.muscache.com/pictures/a263b051-f42b-47e6-bd49-ebea0f9d7f6a.jpg,373675137,https://www.airbnb.com/users/show/373675137,Liya,2020-10-28,"Boston, MA",Teacher,within an hour,100%,96%,f,https://a0.muscache.com/im/pictures/user/User/original/82ce9a3e-1a37-404c-9169-0c10905b22ad.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/82ce9a3e-1a37-404c-9169-0c10905b22ad.jpeg?aki_policy=profile_x_medium,Harvard Square,217,375,"['email', 'phone']",t,t,,West Cambridge,,42.37322242624265,-71.12368416653392,Entire rental unit,Entire home/apt,5,1.0,1 bath,3,3,"[""Essentials"", ""Wifi"", ""Bed linens"", ""Conditioner"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Heating"", ""Body soap"", ""Shower gel"", ""Dining table"", ""Smoke alarm"", ""Free parking on premises"", ""Hot water"", ""Refrigerator"", ""Dedicated workspace"", ""Hangers"", ""Coffee maker"", ""Dishes and silverware"", ""Private entrance"", ""Shampoo"", ""Free dryer \u2013 In unit"", ""Cooking basics"", ""Clothing storage"", ""Microwave"", ""Air conditioning"", ""Free washer \u2013 In unit"", ""TV"", ""Kitchen""]",$120.00,29,365,4,29,365,365,26.3,365.0,,t,7,7,19,138,2024-12-28,35,3,0,2020-11-22,2024-07-11,4.57,4.54,4.6,4.86,4.91,5.0,4.74,,f,68,20,48,0,0.70
46331232,https://www.airbnb.com/rooms/46331232,20241228025327,2024-12-28,city scrape,TOP Cambridge 3bed APT 1parking&private entrance,"It is a lovely 3 bedroom apt close to red line T and with free parking, it is close to both Harvard University and MIT.",,https://a0.muscache.com/pictures/miso/Hosting-46331232/original/959bade1-7788-4921-a904-1a7e18993d9b.jpeg,373675137,https://www.airbnb.com/users/show/373675137,Liya,2020-10-28,"Boston, MA",Teacher,within an hour,100%,96%,f,https://a0.muscache.com/im/pictures/user/User/original/82ce9a3e-1a37-404c-9169-0c10905b22ad.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/82ce9a3e-1a37-404c-9169-0c10905b22ad.jpeg?aki_policy=profile_x_medium,Harvard Square,217,375,"['email', 'phone']",t,t,,North Cambridge,,42.393678222519654,-71.1321033842697,Entire rental unit,Entire home/apt,3,1.0,1 bath,3,3,"[""Essentials"", ""Wifi"", ""Bed linens"", ""Conditioner"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Body soap"", ""Shower gel"", ""Dining table"", ""Paid dryer \u2013 In building"", ""Smoke alarm"", ""Free parking on premises"", ""Hot water"", ""Refrigerator"", ""Dedicated workspace"", ""Hangers"", ""Coffee maker"", ""Central heating"", ""Dishes and silverware"", ""Private entrance"", ""Shampoo"", ""Cooking basics"", ""Clothing storage"", ""Paid washer \u2013 In building"", ""Air conditioning"", ""TV"", ""Kitchen""]",$99.00,29,365,1,29,365,365,26.0,365.0,,t,23,53,83,196,2024-12-28,12,3,0,2020-11-15,2024-07-28,4.17,4.08,4.25,4.67,4.33,4.67,4.17,,f,68,20,48,0,0.24
46344417,https://www.airbnb.com/rooms/46344417,20241228025327,2024-12-28,city scrape,Charming 3 bed apt with porch at Harvard Square,"HUGE 3 BED FOR RENT IN HARVARD SQUARE! Located near Flour Bakery, Darwins, and Shake Shack!   Don't miss out on this incredible unit with an easy commute to the red mbta line!   Features gleaming hardwood flooring, plus a large living space and tall ceilings!   The flooring is quality hardwood, and the unit has great windows, making it bright and sunny!2) Location location location - at very heart of Harvard University and Harvard Square, short walk  to Harvard Yard , HBS and Charles River .",,https://a0.muscache.com/pictures/bbbe90b5-5666-4efd-b07d-31037d1fdffa.jpg,373675137,https://www.airbnb.com/users/show/373675137,Liya,2020-10-28,"Boston, MA",Teacher,within an hour,100%,96%,f,https://a0.muscache.com/im/pictures/user/User/original/82ce9a3e-1a37-404c-9169-0c10905b22ad.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/82ce9a3e-1a37-404c-9169-0c10905b22ad.jpeg?aki_policy=profile_x_medium,Harvard Square,217,375,"['email', 'phone']",t,t,,West Cambridge,,42.37407229389279,-71.12395523700508,Entire rental unit,Entire home/apt,5,1.0,1 bath,3,3,"[""Essentials"", ""Wifi"", ""Free street parking"", ""Bed linens"", ""Conditioner"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Body soap"", ""Shower gel"", ""Dining table"", ""Smoke alarm"", ""Free parking on premises"", ""Hot water"", ""Refrigerator"", ""Dedicated workspace"", ""Hangers"", ""Coffee maker"", ""Central heating"", ""Dishes and silverware"", ""Private entrance"", ""Shampoo"", ""Patio or balcony"", ""Free dryer \u2013 In unit"", ""Cooking basics"", ""Clothing storage"", ""Microwave"", ""Air conditioning"", ""Free washer \u2013 In unit"", ""TV"", ""Hair dryer"", ""Kitchen""]",$120.00,29,365,4,29,365,365,26.3,365.0,,t,3,32,62,150,2024-12-28,32,12,1,2020-11-11,2024-12-01,4.75,4.69,4.75,4.75,4.75,5.0,4.56,,f,68,20,48,0,0.64
46345955,https://www.airbnb.com/rooms/46345955,20241228025327,2024-12-28,city scrape,Best value 3 bedroom apt in Cambridge close To T,Cambridge lovely 3 bed room<br />Apt,,https://a0.muscache.com/pictures/miso/Hosting-46345955/original/5b86dd16-90bc-47c9-b170-9a2239081099.jpeg,373675137,https://www.airbnb.com/users/show/373675137,Liya,2020-10-28,"Boston, MA",Teacher,within an hour,100%,96%,f,https://a0.muscache.com/im/pictures/user/User/original/82ce9a3e-1a37-404c-9169-0c10905b22ad.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/82ce9a3e-1a37-404c-9169-0c10905b22ad.jpeg?aki_policy=profile_x_medium,Harvard Square,217,375,"['email', 'phone']",t,t,,North Cambridge,,42.39255,-71.13198,Entire rental unit,Entire home/apt,4,1.0,1 bath,3,3,"[""Essentials"", ""Wifi"", ""Bed linens"", ""Conditioner"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Stove"", ""Body soap"", ""Shower gel"", ""Dining table"", ""Paid dryer \u2013 In building"", ""Smoke alarm"", ""Free parking on premises"", ""Hot water"", ""Refrigerator"", ""Dedicated workspace"", ""Hangers"", ""Coffee maker"", ""Central heating"", ""Dishes and silverware"", ""Private entrance"", ""Shampoo"", ""Cooking basics"", ""Clothing storage"", ""Microwave"", ""Paid washer \u2013 In building"", ""Air conditioning"", ""TV"", ""Backyard"", ""Kitchen""]",$96.00,29,365,1,29,365,365,26.0,365.0,,t,23,53,83,171,2024-12-28,14,2,0,2020-11-15,2024-10-21,4.29,4.07,4.14,4.64,4.5,4.36,4.21,,f,68,20,48,0,0.28
46434097,https://www.airbnb.com/rooms/46434097,20241228025327,2024-12-28,previous scrape,Spacious Cambridge 2 bed apt free parking & Train,"HUGE 2 BED FOR RENT IN -Cambridge ! Don't miss out on this incredible unit with an easy commute to the red mbta line!   Features gleaming hardwood flooring, plus a large living space and tall ceilings!   The flooring is quality hardwood, and the unit has great windows, making it bright and sunny!2) Location location location - at very heart of Cambridge. Close to redline T . 3) One Free Parking .",,https://a0.muscache.com/pictures/miso/Hosting-46434097/original/dd99e7a5-feba-43f8-9c72-aa5360f0ac0e.jpeg,373675137,https://www.airbnb.com/users/show/373675137,Liya,2020-10-28,"Boston, MA",Teacher,within an hour,100%,96%,f,https://a0.muscache.com/im/pictures/user/User/original/82ce9a3e-1a37-404c-9169-0c10905b22ad.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/82ce9a3e-1a37-404c-9169-0c10905b22ad.jpeg?aki_policy=profile_x_medium,Harvard Square,217,375,"['email', 'phone']",t,t,,North Cambridge,,42.39437303610396,-71.1326055956302,Entire rental unit,Entire home/apt,3,,1 bath,2,,"[""Essentials"", ""Wifi"", ""Bed linens"", ""Conditioner"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Heating"", ""Stove"", ""Body soap"", ""Shower gel"", ""Dining table"", ""Paid dryer \u2013 In building"", ""Smoke alarm"", ""Free parking on premises"", ""Hot water"", ""Refrigerator"", ""Dedicated workspace"", ""Hangers"", ""Coffee maker"", ""Dishes and silverware"", ""Private entrance"", ""Shampoo"", ""Cooking basics"", ""Clothing storage"", ""Microwave"", ""Paid washer \u2013 In building"", ""Air conditioning"", ""TV"", ""Backyard"", ""Iron"", ""Hair dryer"", ""Kitchen""]",,29,365,1,29,365,365,26.0,365.0,,t,28,58,88,203,2024-12-28,16,3,0,2021-08-08,2024-11-21,4.13,4.0,3.94,4.5,4.38,4.44,4.19,,f,68,20,48,0,0.39
46471580,https://www.airbnb.com/rooms/46471580,20241228025327,2024-12-28,city scrape,Sweet Cambridge Home 2 bed APT close Harvard & MIT,A sweet cambrdige home with 2 bed room and kitchen and bath and free parking,"Close to everything in Cambridge , walk to subway Redline alewife train station , with a free parking .",https://a0.muscache.com/pictures/miso/Hosting-46471580/original/e300aa9f-cac4-4cc0-9c83-6a72ccb41ff9.jpeg,373675137,https://www.airbnb.com/users/show/373675137,Liya,2020-10-28,"Boston, MA",Teacher,within an hour,100%,96%,f,https://a0.muscache.com/im/pictures/user/User/original/82ce9a3e-1a37-404c-9169-0c10905b22ad.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/82ce9a3e-1a37-404c-9169-0c10905b22ad.jpeg?aki_policy=profile_x_medium,Harvard Square,217,375,"['email', 'phone']",t,t,Neighborhood highlights,North Cambridge,,42.39221643117695,-71.13329646187074,Entire rental unit,Entire home/apt,3,1.0,1 bath,2,2,"[""Essentials"", ""Wifi"", ""Bed linens"", ""Conditioner"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Stove"", ""Body soap"", ""Shower gel"", ""Dining table"", ""Paid dryer \u2013 In building"", ""Smoke alarm"", ""Free parking on premises"", ""Hot water"", ""Refrigerator"", ""Dedicated workspace"", ""Hangers"", ""Coffee maker"", ""Central heating"", ""Dishes and silverware"", ""Private entrance"", ""Shampoo"", ""Cooking basics"", ""Microwave"", ""Paid washer \u2013 In building"", ""Air conditioning"", ""TV"", ""Hair dryer"", ""Kitchen""]",$94.00,29,365,1,29,365,365,26.0,365.0,,t,27,57,87,175,2024-12-28,33,18,0,2020-11-25,2024-11-24,4.55,4.58,4.73,4.88,4.88,4.73,4.42,,f,68,20,48,0,0.66
46567085,https://www.airbnb.com/rooms/46567085,20241228025327,2024-12-28,city scrape,Family friendly Two bed ranch in West Cambridge,"Welcome to the Valla.<br /><br />This west Cambridge single family home has everything to offer. Large outdoor patio and yard is perfect for entertaining, grilling and/or fire. Family friendly neighborhood exhibits cheerful and tranquil feel. Come relax & have fun, wheather for work or play.    Located near Harvard Square, Arsenal Yards, fresh pond walking/biking paths, local  restaurants, supermarkets.  Walk to everything or take the T.   Come enjoy Boston and Cambridge in this cozy getaway!","quiet neighborhood known as Strawberry Hill, sits on Belmont and Watertown line",https://a0.muscache.com/pictures/6085a976-61bd-4d69-97ce-ab0fc1feb5cb.jpg,364978346,https://www.airbnb.com/users/show/364978346,Jacquelyn,2020-08-29,"Cambridge, MA","",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/e7542f3e-8120-406b-86f7-8128b1bce49d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e7542f3e-8120-406b-86f7-8128b1bce49d.jpg?aki_policy=profile_x_medium,Strawberry Hill,1,2,"['email', 'phone']",t,f,Neighborhood highlights,Strawberry Hill,,42.3771,-71.1532,Entire home,Entire home/apt,5,1.0,1 bath,1,2,"[""Essentials"", ""Clothing storage: wardrobe and dresser"", ""Piano"", ""Children\u2019s dinnerware"", ""Wifi"", ""Free street parking"", ""Self check-in"", ""Bed linens"", ""Freezer"", ""Indoor fireplace: electric"", ""Ceiling fan"", ""Private patio or balcony"", ""Lockbox"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Free driveway parking on premises \u2013 2 spaces"", ""Laundromat nearby"", ""Outdoor dining area"", ""Babysitter recommendations"", ""BBQ grill"", ""Single level home"", ""Coffee"", ""Bathtub"", ""Stainless steel oven"", ""Dining table"", ""Wine glasses"", ""Smoke alarm"", ""Coffee maker: Keurig coffee machine"", ""First aid kit"", ""Luggage dropoff allowed"", ""Bluetooth sound system"", ""Portable fans"", ""Cleaning available during stay"", ""Hot water"", ""Refrigerator"", ""Crib - available upon request"", ""Standalone high chair - available upon request"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, 5-10 years old, and 10+ years old"", ""Dedicated workspace"", ""Hangers"", ""Central heating"", ""Dishes and silverware"", ""Barbecue utensils"", ""Outlet covers"", ""Private entrance"", ""Extra pillows and blankets"", ""Fire pit"", ""Gas stove"", ""Pack \u2019n play/Travel crib - available upon request"", ""Cooking basics"", ""Microwave"", ""Books and reading material"", ""Air conditioning"", ""Private backyard \u2013 Fully fenced"", ""Fire extinguisher"", ""Board games"", ""TV"", ""Dial body soap"", ""Iron"", ""Hair dryer"", ""Kitchen""]",$229.00,30,60,30,30,60,60,30.0,60.0,,t,30,60,90,365,2024-12-28,8,0,0,2022-09-02,2023-04-18,4.88,4.75,4.88,5.0,5.0,4.75,4.88,,f,1,1,0,0,0.28
46601955,https://www.airbnb.com/rooms/46601955,20241228025327,2024-12-28,city scrape,1 Bedroom Close to MIT/Harvard with Views,"This apartment is professionally managed by Furnished Quarters, the largest independently owned and operated supplier of short-term furnished housing with over 25 years of experience in the industry. The luxury  building is within walking distance of the MIT and Harvard campuses. The  building boasts amenities such as landscaped grounds, a catering kitchen and dining room,  community garden,  conference room,  resident lounge, fitness center, yoga studio, a grilling area and an outdoor terrace.","Cambridge, Massachusetts is a charming, diverse city adjacent to Boston with beautiful views of the Charles River. A college town home to Harvard University and MIT, Cambridge is on the cutting edge of education, research and development. Residents of Cambridge enjoy being in the Greater Boston area without the hustle and bustle of Boston proper, creating the perfect balance between urban living and a suburban feel. Students attending college and living in the area hail from all over the world, giving Cambridge a worldly, international flavor. Harvard Square boasts historic red brick walkways and tree-lined blocks full of restaurants, shops, museums, entertainment centers and bookstores. The nearby Central Square is teeming with eclectic restaurants, bars, live music venues and small theaters. . Cambridge is an easy commute from downtown Boston via the “T” and the bus. Kendall Square and Central Square are within walking distance of Boston, just over the Charles River.",https://a0.muscache.com/pictures/prohost-api/Hosting-46601955/original/65412209-1550-4d25-8b9c-a256d10ae5c5.jpeg,22541573,https://www.airbnb.com/users/show/22541573,Furnished Quarters,2014-10-14,"New York, NY","Furnished Quarters has been helping people stay different for over 25 years. Driven by a passion for providing reliable short-term housing solutions worldwide, we aim to empower our guests with a seamless experience. Our prime locations in sought-after destinations, 24/7 guest service, expert design, and hand-picked furnishings in every one of our high-quality homes come together to create a simplified but sophisticated stay, every time.",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/User-22541573/original/92c2dc93-e08d-447e-aa7c-654084ccea85.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-22541573/original/92c2dc93-e08d-447e-aa7c-654084ccea85.jpeg?aki_policy=profile_x_medium,Upper East Side,312,1149,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Cambridgeport,,42.36063,-71.10224,Entire rental unit,Entire home/apt,3,1.0,1 bath,1,1,"[""Essentials"", ""Wifi"", ""Building staff"", ""Self check-in"", ""Bed linens"", ""Carbon monoxide alarm"", ""Heating"", ""Stove"", ""Pets allowed"", ""Smoke alarm"", ""Gym"", ""TV with standard cable"", ""Hot water"", ""Refrigerator"", ""Oven"", ""Dedicated workspace"", ""Hangers"", ""Coffee maker"", ""Dishes and silverware"", ""Shampoo"", ""Dishwasher"", ""Free dryer \u2013 In unit"", ""Cooking basics"", ""Microwave"", ""Air conditioning"", ""Free washer \u2013 In unit"", ""Iron"", ""Hair dryer"", ""Kitchen""]",$190.00,30,270,30,30,1125,1125,30.0,1125.0,,t,0,7,37,307,2024-12-28,3,1,0,2021-03-01,2024-03-09,5.0,5.0,5.0,5.0,5.0,5.0,4.67,,t,21,21,0,0,0.06
46602047,https://www.airbnb.com/rooms/46602047,20241228025327,2024-12-28,city scrape,Luxury 1 Bedroom Walking Distance to MIT/Harvard,"This apartment is professionally managed by Furnished Quarters, the largest independently owned and operated supplier of short-term furnished housing with over 25 years of experience in the industry. The luxury  building is within walking distance of the MIT and Harvard campuses. The  building boasts amenities such as landscaped grounds, a catering kitchen and dining room,  community garden,  conference room,  resident lounge, fitness center, yoga studio, a grilling area and an outdoor terrace.","Cambridge, Massachusetts is a charming, diverse city adjacent to Boston with beautiful views of the Charles River. A college town home to Harvard University and MIT, Cambridge is on the cutting edge of education, research and development. Residents of Cambridge enjoy being in the Greater Boston area without the hustle and bustle of Boston proper, creating the perfect balance between urban living and a suburban feel. Students attending college and living in the area hail from all over the world, giving Cambridge a worldly, international flavor. Harvard Square boasts historic red brick walkways and tree-lined blocks full of restaurants, shops, museums, entertainment centers and bookstores. The nearby Central Square is teeming with eclectic restaurants, bars, live music venues and small theaters. . Cambridge is an easy commute from downtown Boston via the “T” and the bus. Kendall Square and Central Square are within walking distance of Boston, just over the Charles River.",https://a0.muscache.com/pictures/prohost-api/Hosting-46602047/original/5ff97ed7-f757-48e4-9717-a41d4c68a60a.jpeg,22541573,https://www.airbnb.com/users/show/22541573,Furnished Quarters,2014-10-14,"New York, NY","Furnished Quarters has been helping people stay different for over 25 years. Driven by a passion for providing reliable short-term housing solutions worldwide, we aim to empower our guests with a seamless experience. Our prime locations in sought-after destinations, 24/7 guest service, expert design, and hand-picked furnishings in every one of our high-quality homes come together to create a simplified but sophisticated stay, every time.",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/User-22541573/original/92c2dc93-e08d-447e-aa7c-654084ccea85.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-22541573/original/92c2dc93-e08d-447e-aa7c-654084ccea85.jpeg?aki_policy=profile_x_medium,Upper East Side,312,1149,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Cambridgeport,,42.35873,-71.10023,Entire rental unit,Entire home/apt,3,1.0,1 bath,1,1,"[""Essentials"", ""Wifi"", ""Building staff"", ""Self check-in"", ""Bed linens"", ""Carbon monoxide alarm"", ""Heating"", ""Stove"", ""Pets allowed"", ""Smoke alarm"", ""Gym"", ""TV with standard cable"", ""Hot water"", ""Refrigerator"", ""Oven"", ""Dedicated workspace"", ""Hangers"", ""Coffee maker"", ""Dishes and silverware"", ""Shampoo"", ""Dishwasher"", ""Free dryer \u2013 In unit"", ""Cooking basics"", ""Microwave"", ""Air conditioning"", ""Free washer \u2013 In unit"", ""Iron"", ""Hair dryer"", ""Kitchen""]",$195.00,30,270,30,30,1125,1125,30.0,1125.0,,t,0,7,37,307,2024-12-28,1,1,0,2024-09-22,2024-09-22,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,t,21,21,0,0,0.31
46602118,https://www.airbnb.com/rooms/46602118,20241228025327,2024-12-28,city scrape,1 Bedroom with Views - walk to MIT/Harvard!,"This apartment is professionally managed by Furnished Quarters, the largest independently owned and operated supplier of short-term furnished housing with over 25 years of experience in the industry. The luxury  building is within walking distance of the MIT and Harvard campuses. The  building boasts amenities such as landscaped grounds, a catering kitchen and dining room,  community garden,  conference room,  resident lounge, fitness center, yoga studio, a grilling area and an outdoor terrace.","Cambridge, Massachusetts is a charming, diverse city adjacent to Boston with beautiful views of the Charles River. A college town home to Harvard University and MIT, Cambridge is on the cutting edge of education, research and development. Residents of Cambridge enjoy being in the Greater Boston area without the hustle and bustle of Boston proper, creating the perfect balance between urban living and a suburban feel. Students attending college and living in the area hail from all over the world, giving Cambridge a worldly, international flavor. Harvard Square boasts historic red brick walkways and tree-lined blocks full of restaurants, shops, museums, entertainment centers and bookstores. The nearby Central Square is teeming with eclectic restaurants, bars, live music venues and small theaters. . Cambridge is an easy commute from downtown Boston via the “T” and the bus. Kendall Square and Central Square are within walking distance of Boston, just over the Charles River.",https://a0.muscache.com/pictures/prohost-api/Hosting-46602118/original/372be9a0-c9b5-4eb9-b4a2-b3cca4b9d2fd.jpeg,22541573,https://www.airbnb.com/users/show/22541573,Furnished Quarters,2014-10-14,"New York, NY","Furnished Quarters has been helping people stay different for over 25 years. Driven by a passion for providing reliable short-term housing solutions worldwide, we aim to empower our guests with a seamless experience. Our prime locations in sought-after destinations, 24/7 guest service, expert design, and hand-picked furnishings in every one of our high-quality homes come together to create a simplified but sophisticated stay, every time.",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/User-22541573/original/92c2dc93-e08d-447e-aa7c-654084ccea85.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-22541573/original/92c2dc93-e08d-447e-aa7c-654084ccea85.jpeg?aki_policy=profile_x_medium,Upper East Side,312,1149,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Cambridgeport,,42.36072,-71.10138,Entire rental unit,Entire home/apt,3,1.0,1 bath,1,1,"[""Essentials"", ""Wifi"", ""Building staff"", ""Self check-in"", ""Bed linens"", ""Carbon monoxide alarm"", ""Heating"", ""Stove"", ""Pets allowed"", ""Smoke alarm"", ""Gym"", ""TV with standard cable"", ""Hot water"", ""Refrigerator"", ""Oven"", ""Dedicated workspace"", ""Hangers"", ""Coffee maker"", ""Dishes and silverware"", ""Shampoo"", ""Dishwasher"", ""Free dryer \u2013 In unit"", ""Cooking basics"", ""Microwave"", ""Air conditioning"", ""Free washer \u2013 In unit"", ""Iron"", ""Hair dryer"", ""Kitchen""]",$170.00,30,270,30,30,1125,1125,30.0,1125.0,,t,28,58,88,358,2024-12-28,1,0,0,2022-01-22,2022-01-22,5.0,5.0,4.0,5.0,4.0,5.0,5.0,,t,21,21,0,0,0.03
46659113,https://www.airbnb.com/rooms/46659113,20241228025327,2024-12-28,city scrape,Venn | Harvard sq | Room with Private Bath,"Nicely designed room features a full size bed,  a study table, smart tv and newly renovated modern attached PRIVATE bathroom.<br /><br />10-min walk from Harvard square/ Red Line<br />3-minute walk from Wholefoods and Walgreens<br />Local coffee shop right at the corner.<br />In-unit and complimentary laundry.<br />Fully equipped kitchen.",,https://a0.muscache.com/pictures/70825efd-d35a-405a-a0be-a595ef0e5cef.jpg,277913848,https://www.airbnb.com/users/show/277913848,Venn,2019-07-21,"Boston, MA",Venn helps you with short term rental solutions.,within an hour,100%,70%,t,https://a0.muscache.com/im/pictures/user/7d60b1c9-8c7f-4344-ac76-8659ec8f5a82.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7d60b1c9-8c7f-4344-ac76-8659ec8f5a82.jpg?aki_policy=profile_x_medium,Ward Two,14,18,"['email', 'phone']",t,t,,Mid-Cambridge,,42.37622,-71.10556,Private room in home,Private room,2,1.0,1 private bath,1,1,"[""Essentials"", ""Wifi"", ""Self check-in"", ""Bed linens"", ""Carbon monoxide alarm"", ""Heating"", ""Dryer"", ""Dining table"", ""Smoke alarm"", ""First aid kit"", ""Smart lock"", ""Hot water"", ""Refrigerator"", ""Dedicated workspace"", ""Hangers"", ""Coffee maker"", ""Dishes and silverware"", ""Shampoo"", ""Lock on bedroom door"", ""Dishwasher"", ""Cooking basics"", ""Microwave"", ""Air conditioning"", ""Fire extinguisher"", ""Washer"", ""TV"", ""Iron"", ""Hair dryer"", ""Kitchen""]",$88.00,5,730,7,15,730,730,12.2,730.0,,t,9,39,69,344,2024-12-28,22,11,0,2021-01-25,2024-11-23,4.77,4.82,4.77,4.95,4.95,4.91,4.64,,f,5,0,5,0,0.46
46659757,https://www.airbnb.com/rooms/46659757,20241228025327,2024-12-28,city scrape,Venn | Harvard Square | Spacious Room,"Nicely designed room features a full size bed, a study table, smart tv and newly renovated modern shared bathroom.<br /><br />10-min walk from Harvard square/ Red Line<br />3-minute walk from Wholefoods and Walgreens<br />Local coffee shop right at the corner.<br />In-unit and complimentary laundry.<br />Fully equipped kitchen.","This house is just minutes' walk from the world's best university - Harvard. The neighborhood perhaps has the country's greatest concentration of PhD's. Our place an ideal choice for people visiting Harvard or the Technology Square.<br /><br />While the place is nestled in a safe, quiet residential neighborhood, it is surprisingly close to the vibrancy of Harvard Square and eateries in Kirkland Street (with a great selection of wonderful restaurants).",https://a0.muscache.com/pictures/7e5254df-89ec-4c61-8c78-a831cfb9f3d8.jpg,277913848,https://www.airbnb.com/users/show/277913848,Venn,2019-07-21,"Boston, MA",Venn helps you with short term rental solutions.,within an hour,100%,70%,t,https://a0.muscache.com/im/pictures/user/7d60b1c9-8c7f-4344-ac76-8659ec8f5a82.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7d60b1c9-8c7f-4344-ac76-8659ec8f5a82.jpg?aki_policy=profile_x_medium,Ward Two,14,18,"['email', 'phone']",t,t,Neighborhood highlights,Mid-Cambridge,,42.37682,-71.10854,Private room in home,Private room,2,1.0,1 shared bath,1,1,"[""Essentials"", ""Wifi"", ""Self check-in"", ""Carbon monoxide alarm"", ""Heating"", ""Dryer"", ""Smoke alarm"", ""Keypad"", ""First aid kit"", ""Dedicated workspace"", ""Hangers"", ""Dishes and silverware"", ""Shampoo"", ""Cooking basics"", ""Air conditioning"", ""Fire extinguisher"", ""Washer"", ""TV"", ""Iron"", ""Hair dryer"", ""Kitchen""]",$85.00,7,730,7,14,730,730,13.9,730.0,,t,8,38,68,343,2024-12-28,17,3,1,2021-06-30,2024-12-06,4.82,4.76,4.94,4.82,4.76,4.88,4.18,,f,5,0,5,0,0.40
